PROFILE_SEARCH_CONTACT_TITLE	Chercher un contact :
TELEPORT_MAP_YONGBI_DESC	Desert Yongbi, Deux donjons des singes bordent cet endroit, la cave  des araignees et le champ des serpents sont egalement accessibles d'ici
TELEPORT_MAP_SOHAN_DESC	Il fait assez froid ici, alors couvrez-vous bien ! Vous trouverez rarement le legendaire chat a neuf queues ici. Mefiez-vous d'eux ! C'est aussi un bon endroit pour vaincre les pierres d'hydromel. Si vous survivez au froid, vous serez un combattant coriace.
TELEPORT_MAP_DOYYUMHWAN_DESC	Les volcans et le magma. Il fait tres chaud ici ! On y trouve des monstres qui semblent hors du commun. Tu ne devrais pas y aller si tu n'es pas assez fort !
TELEPORT_MAP_SNAKEFIELD_DESC	Serpents et geants ? Pff... Comment cela a-t-il pu se developper ? Dirigez-vous vers une zone dangereuse et essayez d'y survivre. Evitez cet endroit si vous ne savez pas vraiment ce que vous faites, sinon vous serez rapidement acheve.
TELEPORT_MAP_GHOSTWOOD_DESC	Les recherches ont montre que la foret verte est une zone dominee par des souches d'arbres fantômes et des dryades. Si vous les detruisez, vous pourrez peut-etre empecher les arbres fantômes de se propager d'avantage.
TELEPORT_MAP_REDWOOD_DESC	La foret rouge est maudite ! Vous y trouverez beaucoup d'ennemis puissants. Fais attention !
TELEPORT_MAP_LAND_OF_GIANTS_DESC	Si vous avez un probleme d'echelle, n'allez pas ici ! Sinon, vous pourrez capturer ici des objets qui pourraient vous aider a atteindre la gloire et la fortune. Mais s'il vous plait, allez-y bien equipe. Le pays a encore plus besoin de vous !
TELEPORT_BUTTON_RED_EMPIRE	Empire rouge
TELEPORT_BUTTON_YELLOW_EMPIRE	Empire jaune
TELEPORT_BUTTON_BLUE_EMPIRE	Empire bleu
TELEPORT_BUTTON_START	Debut
TELEPORT_BUTTON_MIDDLE	Millieu
TELEPORT_BUTTON_END	Fin
TELEPORT_BUTTON_ENTRY	Entree
TELEPORT_BUTTON_SKIPIA_1	Premier niveau
TELEPORT_BUTTON_SKIPIA_2	Second niveau
TELEPORT_BUTTON_SKIPIA_BOSS	Salle de boss
PET_ATTR_CHANGE_ITEM_TEXT	Enchantement de familier
PET_ATTR_CHANGE_TITLE	Changer le type de familier
PET_ATTR_CONFIRMATION	Changer
PET_ATTR_DETERMINE_TITLE	Nouveau type de familier
PET_ATTR_OK	Fermer
PET_CHANGE_TEXT	Familier
PET_FEED_TITLE	Fenetre de familier
PET_FEED_ITEM_TITLE	Nourrir de l'experience
PET_FFED_BUTTON_TEXT	Nourrir
PET_HATCHING_BUTTON	Eclosion
PET_HATCHING_NIK	Nom du familier
PET_HATCHING_WINDOW_TITLE	Incubateur
PET_INFORMATION_ABILITIES	Bonus
PET_INFORMATION_AGE	Age
PET_INFORMATION_COSTUME_BONUS	Bonus de costumes
PET_INFORMATION_DEFENCE	Force contre les monstres
PET_INFORMATION_EVOL_BUTTON	Evolution
PET_INFORMATION_EXP	Experience
PET_INFORMATION_EXP_BUTTON	Item EXP
PET_INFORMATION_HP	HP
PET_INFORMATION_LEVEL	Niveau
PET_INFORMATION_LIFE	Duree
PET_INFORMATION_LIFETIME_BUTTON	Nourrir
PET_INFORMATION_LIFE_TIME	Heures
PET_INFORMATION_LIFE_OLD	Jours
PET_INFORMATION_SKILL	Sorts
PET_INFORMATION_SP	SP
PET_INFORMATION_ATT	Valeur d'attaque
PET_INFORMATION_TITLE	Familier
PET_NAME_CHANGE_BUTTON	Changer
PET_NAME_CHANGE_WINDOW_TITLE	Changer le nom
PET_TOOLTIP_TIME	Temps mixte: %dD %dH %dMin.
PET_TOOLTIP_RESTORE_HP	Restoration d'HP: 
PET_TOOLTIP_CHANCE_RESTORE_HP	Chance de regenerer des HP: 
PET_TOOLTIP_IMMORTALITY_TIME	Duree d'invincibilite: 
PET_TOOLTIP_CHANCE_IMMORTALITY	Chance d'invinciblite: 
PET_TOOLTIP_CHANCE_PANACEA	Chance de soin: 
PET_TOOLTIP_CHANCE	Chance: 
ACCE_RESULT	Resultat
INVENTORY_SORT	Trier l'inventaire
SPECIAL_INVENTORY_SKILLBOOK_TITLE	Livres
SPECIAL_INVENTORY_STONE_TITLE	Pierres
SPECIAL_INVENTORY_MATERIAL_TITLE	Items-up
EXTENDET_BATTLE_PASS_TITLE	Battle-Pass
EXTENDET_BATTLE_PASS_SEASON_TITLE	Information Battle-Pass
EXTENDET_BATTLE_PASS_SEASON_NAME	Saison: %s
EXTENDET_BATTLE_PASS_SEASON_TOTAL_MISSIONS	Missions cette Saison: %d
EXTENDET_BATTLE_PASS_SEASON_CURRENT_MISSIONS	Missions completees: %d / %d
EXTENDET_BATTLE_PASS_SEASON_REST_TIME	Temps restant: %s
EXTENDET_BATTLE_PASS_SEASON_PROGRESS	Progres de toute les missions
EXTENDET_BATTLE_PASS_MISSION_MISSION_NAME	Nom de la mission
EXTENDET_BATTLE_PASS_MISSION_STATUS	Status: 
EXTENDET_BATTLE_PASS_MISSION_STATUS_IN_PROGRESS	|cfffeff7d|H|hPas encore rempli!|h|r
EXTENDET_BATTLE_PASS_MISSION_STATUS_FINISH	|cff82ff7d|H|hRempli!|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION	Information:
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_MONSTER	Monstres: |cff82ff7d|H|h%s|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_MINLEVEL	Niv. min.: |cff82ff7d|H|h%s|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_ITEM	Sujet: |cff82ff7d|H|h%s|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_ORE	minerai: |cff82ff7d|H|h%s|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_FISH	Poisson: |cff82ff7d|H|h%s|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_MAPNAME	Carte: |cff82ff7d|H|h%s|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_GUILDWARTYPE	Type de guerre de guilde: |cff82ff7d|H|h%s|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_PET_MINTYPE	Type de familier min.: |cff82ff7d|H|h%s|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_DUNGEON	Donjon: |cff82ff7d|H|h%s|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_MINIGAME	Minijeu: |cff82ff7d|H|h%s|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_COUNT	Toujours restant: |cfffeff7d|H|h%s|h|r / |cff82ff7d|H|h%s|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_COUNT_GOLD	Toujours restant.: |cfffeff7d|H|h%s|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_PERCENT	Rempli jusqu'a |cfffeff7d|H|h%.2f%%|h|r
EXTENDET_BATTLE_PASS_DESCRIPTION	Description:
EXTENDET_BATTLE_PASS_MISSION_COMPLEDET	Mission completee
EXTENDET_BATTLE_PASS_NONE_COND_TITLE_MOB	Monstres
EXTENDET_BATTLE_PASS_NONE_COND_TITLE_ITEM	Objets
EXTENDET_BATTLE_PASS_NONE_COND_TITLE_FISH	Poissons
EXTENDET_BATTLE_PASS_NONE_COND_TITLE_DUNGEON	Completer different Donjons
EXTENDET_BATTLE_PASS_NONE_COND_TITLE_MINIGAME	Mini-Jeux
EXTENDET_BATTLE_PASS_TYPENAME_1	Tuer %s
EXTENDET_BATTLE_PASS_TYPENAME_1_DESC_1	Tuer %sx %s.
EXTENDET_BATTLE_PASS_TYPENAME_1_DESC_2	Tuer %sx n'importe quel monstres.
EXTENDET_BATTLE_PASS_TYPENAME_2	Tuer %s Joueurs.
EXTENDET_BATTLE_PASS_TYPENAME_2_DESC_1	Tuer %s Joueurs. Les joueurs de n'importe quel empire comptent. Les joueurs doivent etre minimum niveau %s !
EXTENDET_BATTLE_PASS_TYPENAME_2_DESC_2	Tuer %s Joueurs. Les joueurs de n'importe quel empire comptent. Il n'y a pas de limite de niveau !
EXTENDET_BATTLE_PASS_TYPENAME_3	Degats totaux aux monstres :
EXTENDET_BATTLE_PASS_TYPENAME_3_DESC_1	Atteindre des degats totaux de %s a %s.
EXTENDET_BATTLE_PASS_TYPENAME_3_DESC_2	Atteindre des degats totaux de %s. C'est compte avec n'importe quel monstre !
EXTENDET_BATTLE_PASS_TYPENAME_4	Degats totaux effectues aux joueurs
EXTENDET_BATTLE_PASS_TYPENAME_4_DESC_1	Atteindre des degats totaux de %s aux joueurs avec un niveau minimum de %d. Les joueurs de chaque empire sont comptes !
EXTENDET_BATTLE_PASS_TYPENAME_4_DESC_2	Atteindre des degats totaux de %s aux joueurs. Les joueurs de chaque empire sont comptes.
EXTENDET_BATTLE_PASS_TYPENAME_5	Utiliser %s
EXTENDET_BATTLE_PASS_TYPENAME_5_DESC_1	Tu dois %sx %s utiliser ou ouvrir un objet pour completer cette mission
EXTENDET_BATTLE_PASS_TYPENAME_5_DESC_2	Tu dois %sx utiliser ou ouvrir un objet pour completer cette mission.
EXTENDET_BATTLE_PASS_TYPENAME_6	Vendre %s
EXTENDET_BATTLE_PASS_TYPENAME_6_DESC_1	Vendre %sx %s a un PNJ pour completer cette mission.
EXTENDET_BATTLE_PASS_TYPENAME_6_DESC_2	Vendre %sx un objet a un PNJ pour completer cette mission.
EXTENDET_BATTLE_PASS_TYPENAME_7	Fabriquer %s
EXTENDET_BATTLE_PASS_TYPENAME_7_DESC_1	Fabriquer %sx %s pour completer cette mission.
EXTENDET_BATTLE_PASS_TYPENAME_7_DESC_2	Fabrique %sx un objet pour completer cette mission.
EXTENDET_BATTLE_PASS_TYPENAME_8	Ameliore %s
EXTENDET_BATTLE_PASS_TYPENAME_8_DESC_1	Ameliore %sx %s jusqu'au prochain niveau pour completer cette mission.
EXTENDET_BATTLE_PASS_TYPENAME_8_DESC_2	Ameliore %s objets jusqu'au prochain niveau pour completer cette mission.
EXTENDET_BATTLE_PASS_TYPENAME_9	Detruis %s
EXTENDET_BATTLE_PASS_TYPENAME_9_DESC_1	Detruis %sx %s pour accomplir cette mission.
EXTENDET_BATTLE_PASS_TYPENAME_9_DESC_2	Detruis %s objets pour completer cette mission.
EXTENDET_BATTLE_PASS_TYPENAME_10_1	Drop %s
EXTENDET_BATTLE_PASS_TYPENAME_10_2	demonte %s
EXTENDET_BATTLE_PASS_TYPENAME_10_1_DESC_1	Drop %sx %s de monstres pour completer cette mission.
EXTENDET_BATTLE_PASS_TYPENAME_10_2_DESC_1	Construis %sx %s pour completer cette mission.
EXTENDET_BATTLE_PASS_TYPENAME_10_DESC_2	Drop %s des objets varies pour completer cette mission.
EXTENDET_BATTLE_PASS_TYPENAME_11	Peche %s
EXTENDET_BATTLE_PASS_TYPENAME_11_DESC_1	Tire %sx %s hors de l'eau pour completer cette mission.
EXTENDET_BATTLE_PASS_TYPENAME_11_DESC_2	Tire %sx n'importe quel poisson hors de l'eau pour completer cette mission.
EXTENDET_BATTLE_PASS_TYPENAME_12	Griller %s
EXTENDET_BATTLE_PASS_TYPENAME_12_DESC_1	Grille %sx %s autour du feu de camp pour completer cette mission.
EXTENDET_BATTLE_PASS_TYPENAME_12_DESC_2	Grille %sx n'importe quel poisson au feu de camp pour completer cette mission.
EXTENDET_BATTLE_PASS_TYPENAME_13	Tue %s
EXTENDET_BATTLE_PASS_TYPENAME_13_DESC_1	Tue %sx %s pour accomplir cette mission.
EXTENDET_BATTLE_PASS_TYPENAME_13_DESC_2	Tue %s fois n'importe quel poisson pour accomplir cette mission.
EXTENDET_BATTLE_PASS_TYPENAME_14	Collecte %s EXP
EXTENDET_BATTLE_PASS_TYPENAME_14_DESC_1	Collecte %s EXP depuis %s pour completer cette mission. L'EXP de base compte (independamment du niveau)!
EXTENDET_BATTLE_PASS_TYPENAME_14_DESC_2	Collecte %s EXP depuis n'importe quel monstre pour completer cette mission. L'EXP de base compte (independamment du niveau)!
EXTENDET_BATTLE_PASS_TYPENAME_15	Collecte %s Yang
EXTENDET_BATTLE_PASS_TYPENAME_15_DESC_1	Collecte %s Yang sur les monstres dans la map %s pour completer cette mission.
EXTENDET_BATTLE_PASS_TYPENAME_15_DESC_2	Collecte %s Yang sur les monstres pour completer cette mission.
EXTENDET_BATTLE_PASS_TYPENAME_16	Participe a des guerres de guilde
EXTENDET_BATTLE_PASS_TYPENAME_16_DESC_1	Termine %sx guerre de guildes de type %s.
EXTENDET_BATTLE_PASS_TYPENAME_16_DESC_2	Termine %sx une guerre de guilde de n'importe quel type.
EXTENDET_BATTLE_PASS_TYPENAME_17	Donne de l'EXP a une guilde
EXTENDET_BATTLE_PASS_TYPENAME_17_DESC_1	Donne %s EXP a une guilde
EXTENDET_BATTLE_PASS_TYPENAME_18	Cree %s Gaya
EXTENDET_BATTLE_PASS_TYPENAME_18_DESC_1	Cree %s Gaya.
EXTENDET_BATTLE_PASS_TYPENAME_19	Magasin dans le magasin de Gaya
EXTENDET_BATTLE_PASS_TYPENAME_19_DESC_1	Achetent des objets qui forment un total de %s Gaya depuis le magasin de gayas.
EXTENDET_BATTLE_PASS_TYPENAME_20	Enchante un familier %s fois
EXTENDET_BATTLE_PASS_TYPENAME_20_DESC_1	Enchante un famillier. %sx. Le familier doit au moins etre type de familier%s atteint.
EXTENDET_BATTLE_PASS_TYPENAME_20_DESC_2	Enchante un famillier. %sx.
EXTENDET_BATTLE_PASS_TYPENAME_21	%s
EXTENDET_BATTLE_PASS_TYPENAME_21_DESC_1	%s: Termine %sx fois ce donjon pour completer la mission.
EXTENDET_BATTLE_PASS_TYPENAME_21_DESC_2	Termine %sx n'importe quel donjon.
EXTENDET_BATTLE_PASS_TYPENAME_22	Joue %s
EXTENDET_BATTLE_PASS_TYPENAME_22_DESC_1	Joue et finis %sx les mini-jeux. %s.
EXTENDET_BATTLE_PASS_TYPENAME_22_DESC_2	Joue et finis %sx n'importe quel mini-jeux.
EXTENDET_BATTLE_PASS_MAP_NAME_BY_IDX_64	Vallee de Seugryong
EXTENDET_BATTLE_PASS_MAP_NAME_BY_IDX_65	Temple Hwang
EXTENDET_BATTLE_PASS_MAP_NAME_BY_IDX_72	Grotte 1
EXTENDET_BATTLE_PASS_GUILDWAR_TYPE_NAME_1	Champs guerre de guilde
EXTENDET_BATTLE_PASS_GUILDWAR_TYPE_NAME_2	Arene guerre de guilde
EXTENDET_BATTLE_PASS_GUILDWAR_TYPE_NAME_3	Drapeau guerre de guilde
EXTENDET_BATTLE_PASS_DUNGEON_NAME_1	La tour demoniaque
EXTENDET_BATTLE_PASS_DUNGEON_NAME_2	La salle du dragon
EXTENDET_BATTLE_PASS_DUNGEON_NAME_3	Les catacombes du diable
EXTENDET_BATTLE_PASS_DUNGEON_NAME_4	La forteresse du dragon rouge
EXTENDET_BATTLE_PASS_DUNGEON_NAME_5	L'observatoire de nemere
EXTENDET_BATTLE_PASS_DUNGEON_NAME_6	L'araignee baronne
EXTENDET_BATTLE_PASS_DUNGEON_NAME_7	Le repaire de meley
EXTENDET_BATTLE_PASS_DUNGEON_NAME_8	Jungle ancienne
EXTENDET_BATTLE_PASS_MINIGAME_NAME_1	Jeu de carte-Okey
EXTENDET_BATTLE_PASS_MINIGAME_NAME_2	Attrape le roi
EXTENDET_BATTLE_PASS_MINIGAME_NAME_3	Yutnori
EXTENDET_BATTLE_PASS_MINIGAME_NAME_4	jeu de carte du voyant
EXTENDET_BATTLE_PASS_MINIGAME_NAME_5	Jeu du puzzle poisson
EXTENDET_BATTLE_PASS_RANK_ICON_RANK	Placement du rang
EXTENDET_BATTLE_PASS_RANK_ICON_NAME	Nom du joueur
EXTENDET_BATTLE_PASS_RANK_ICON_TIME	Temps utilise depuis le debut de la mission
EXTENDET_BATTLE_PASS_NO_PLANNED_NORMAL_BATTLEPASS	Il n'y a actuellement aucun battle pass de prevu !
EXTENDET_BATTLE_PASS_PLANNED_NEXT_NORMAL_BATTLEPASS	Un battle pass est prevu !
EXTENDET_BATTLE_PASS_TIME_TO_NEXT_NORMAL_BATTLEPASS	Temps jusqu'au battle pass : %s
EXTENDET_BATTLE_PASS_NO_PLANNED_PREMIUM_BATTLEPASS	Il n'y a actuellement aucun battle pass premium de prevu !
EXTENDET_BATTLE_PASS_PLANNED_NEXT_PREMIUM_BATTLEPASS	Un battle pass premium est prevu !
EXTENDET_BATTLE_PASS_TIME_TO_NEXT_PREMIUM_BATTLEPASS	Temps jusqu'au battle pass premium : %s
EXTENDET_BATTLE_PASS_NO_PLANNED_EVENT_BATTLEPASS	Il n'y a actuellement aucun event battle pass de prevu !
EXTENDET_BATTLE_PASS_PLANNED_NEXT_EVENT_BATTLEPASS	Un event battle pass est prevu !
EXTENDET_BATTLE_PASS_TIME_TO_NEXT_EVENT_BATTLEPASS	Temps jusqu'a l'event battle pass : %s
EXTENDET_BATTLE_PASS_SEASON_DATE_FROM	de
EXTENDET_BATTLE_PASS_SEASON_DATE_TO	a
EXTENDET_BATTLE_PASS_MISSION_NAME	Nom de la mission
EXTENDET_BATTLE_PASS_MISSION_INFO	Informations
PRIVATESHOPSEARCH_YANG	Yang
PRIVATESHOPSEARCH_BUY	Acheter
PRIVATESHOPSEARCH_COUNT	Quantite
PRIVATESHOPSEARCH_ITEMNAME	Nom
PRIVATESHOPSEARCH_ITEMTYPE	Objets
PRIVATESHOPSEARCH_JOB	Classe
PRIVATESHOPSEARCH_LEVEL	Niveau
PRIVATESHOPSEARCH_PRICE	Prix
PRIVATESHOPSEARCH_REFINE	Niveau de l'objet
PRIVATESHOPSEARCH_SEARCH	Rechercher
PRIVATESHOPSEARCH_SEARCH_BAR	Rechercher
PRIVATESHOPSEARCH_SELECT	Selectionner
PRIVATESHOPSEARCH_SELLER	Vendeur
PRIVATESHOPSEARCH_VALUE	Valeur:
TELEPORT_DUNGEON_CITY	Donjon & cite de fabrication
TELEPORT_DUNGEON_CITY_DESC	C'est ici que tu peux maitriser les donjons d'Elendos. Vous pouvez egalement y trouver plusieurs PNJ qui peuvent vous fabriquer des objets utiles.
TELEPORT_BUTTON_CRAFTING	Zone de fabrication
TELEPORT_BUTTON_DUNGEONS	Zone de donjons
TELEPORT_MAP_WORLDBOSS_FIRE	Boss mondiaux / de feu
TELEPORT_MAP_WORLDBOSS_FIRE_DESC	Oh oui ! Il fait vraiment tres chaud ici ! Vous trouverez ici le chef des mondes du feu. J'espere que tu as assez d'eau sur toi.
TELEPORT_MAP_SHADOW_TOWER	Tour obscure
TELEPORT_MAP_SHADOW_TOWER_DESC	Toujours ces fichus demons... Cet endroit devient vraiment effrayant ! J'espere que vous avez prepare un exorciste.
TELEPORT_MAP_DRAGONFIRE	Cape de Dragon / Nephrite / Monture du tonnerre.
TELEPORT_MAP_DRAGONFIRE_DESC	Oui, oui... Ces 3 zones sont tout simplement incontournables. Tout le monde les connait. Le Cap feu du dragon ainsi que la Baie de Nephrite et les Montagnes du Tonnerre.
TELEPORT_BUTTON_DRAGONFIRE	Le Cap feu du dragon
TELEPORT_BUTTON_NEPHRITEBUCHT	Baie de Nephrite
TELEPORT_BUTTON_DONNERBERGE	Montagnes du Tonnerre
TELEPORT_MAP_ENCHADWOOD	Foret enchantee
TELEPORT_MAP_ENCHADWOOD_DESC	La foret ou les reves deviennent realite, dit-on. Faites attention ! Et prenez une hache avec vous !
TELEPORT_MAP_WATERFALL	Vallee de l'eau
TELEPORT_MAP_WATERFALL_DESC	J'espere que vous avez pris vos ailes d'eau ! Vous pouvez monter en grade et farmer sur cette magnifique carte.
TELEPORT_MAP_DRAGONCAVE	Cave du dragon blanc
TELEPORT_MAP_DRAGONCAVE_DESC	Attention, aventuriers ! La rumeur dit qu'un vent froid souffle ici. Ici, vous pouvez exp et farmer.
TELEPORT_BOSSROOM_WHITE_DRAGON	Salle du boss
TELEPORT_MAP_SANDOFDEATH	Sables de la mort
TELEPORT_MAP_SANDOFDEATH_DESC	Il est preferable de porter des vetements un peu plus legers. Les Sables de la Mort ont deja mis a genoux de nombreux aventuriers. Ici, vous pouvez exp et farmer.
TELEPORT_MAP_LAVAFIELDS	Champs de lave
TELEPORT_MAP_LAVAFIELDS_DESC	Ne vous brulez pas ! Voici la derniere carte d'Elendos. Combattez et survivez. Ici, vous pouvez exp et farmer.
TELEPORT_MAP_ANTIK_JUNGLE	Jungle ancienne
TELEPORT_MAP_ANTIK_JUNGLE_DESC	Allons-y ! L'Ancienne Jungle d'Elendos est le deuxieme donjon de bas niveau.
TELEPORT_BUTTON_DUNGEONNPC	Port jusqu'au PNJ des donjons
TELEPORT_MAP_CHAMBER_WISDOM	Chambre du savoir
TELEPORT_MAP_CHAMBER_WISDOM_DESC	Deballez vos livres ! La Chambre de la Sagesse n'est pas pour les paresseux.
TELEPORT_MAP_PFLANZEN_DUNGEON	Le Donjon Champignon
TELEPORT_MAP_PFLANZEN_DUNGEON_DESC	Si vous aimez la nature, vous allez adorer ce donjon ! Mais attention... Cela peut etre dangereux.
TELEPORT_MAP_SHARK_DUNGEON	Donjon requin
TELEPORT_MAP_SHARK_DUNGEON_DESC	Attention ! La prudence est de mise ici. Mais je suis sur que vous pouvez le maitriser.
TELEPORT_MAP_TROLL_CAVE	Cave du troll magique
TELEPORT_MAP_TROLL_CAVE_DESC	Une grotte magique. Où les trolls regnent en maitres. Soyez prudent.
TELEPORT_MAP_PYRAMID	Ancienne pyramide
TELEPORT_MAP_PYRAMID_DESC	Traversez les Sables de la Mort jusqu'a l'Ancienne Pyramide. Ici, vous rencontrerez le Sphinx. Soyez pret !
TELEPORT_MAP_SKORPION	Ruines du scorpion
TELEPORT_MAP_SKORPION_DESC	Attention, les ruines du scorpion d'Elendos sont tres dangereuses. Vous aurez besoin de toutes vos forces pour les maitriser.
TELEPORT_BUTTON_REK	Prairie de Rek
TELEPORT_MAP_SPIDERDUNGEON_03	Cave des araignees
TELEPORT_MAP_SD1_DESC	Si tu as la phobie des araignees, reste prudent. C'est un bon endroit pour exp.
TELEPORT_MAP_SD2_DESC	Si tu as la phobie des araignees, reste prudent. C'est un bon endroit pour exp.
TELEPORT_MAP_SD3_DESC	Si tu as la phobie des araignees, reste prudent. Ici, tu peux trouver l'entree vers la baronne arraignee. C'est un bon endroit pour exp.
TELEPORT_MAP_DT_DESC	La tour des demons est appelee tour (woaw). Vous pouvez atteindre la tour des demons via le gardien du temple Hwang.
TELEPORT_MAP_DC_DESC	Les Catacombes du Diable sont un endroit tres dangereux. Pour y entrer, vous devez d'abord tuer la Faucheuse dans la Tour des demons.
TELEPORT_MAP_GROTTE_DESC	La Grotte de l'Exil est l'un des meilleurs endroits de la region pour les bas niveaux. Les tueurs de dragons sont recherches ici !
TELEPORT_MAP_RAZA_DESC	Cette carte est composee de 7 zones. La premiere zone s'ouvre en cliquant sur Maw de Am-heh. Attention !
TELEPORT_MAP_NEMERE_DESC	L'observatoire de Nemere, appele le donjon de glace. C'est un bon donjon pour les aventuriers experimentes.
TELEPORT_MAP_SLIME_DUNGEON	Donjon des slimes
TELEPORT_MAP_SLIME_DUNGEON_DESC	Le donjon de Slime est le premier donjon de bas niveau d'Elendos que vous pouvez maitriser.
SHOW_COSTUME	Montrer costume
HIDE_COSTUME	Cacher costume
SKILL_COLOR_TITLE	Selectionner la couleur
SKILL_COLOR_PRESET_TITLE	Preselections de couleurs
SKILL_COLOR_PRESET_SELECT	Selectionne une couleur
SKILL_COLOR_PRESET_SAVE	Enregistrer le code de couleur choisi
SKILL_COLOR_PRESET_CLEAR	Reinitialise le code de couleur choisi
SKILL_COLOR_CUSTOM_COLOR_CODE_TITLE	Code de Couleur
SKILL_COLOR_DEFAULT	Utiliser la couleur par defaut
SKILL_COLOR_CHANGE	Changer la couleur
SKILL_COLOR_CANCEL	Annuler
TELEPORT_MAP_DEFENSE	Defense du bateau
TELEPORT_MAP_DEFENSE_DESC	Ohe moussaillons ! Vous voulez naviguer sur le legendaire Adelaide ? Le navire doit traverser la route commerciale en toute securite ! L'Hydre et son troupeau essaient de detruire notre navire...
TELEPORT_PVP_MAP	Arene PvP Elendos
TELEPORT_PVP_MAP_DESC	Pour honorer le Dieu Dragon, une arene de combat a ete creee ! Affrontez les autres joueurs ! Montrez ce dont vous etes capable ! Des evenements PvP ont egalement lieu ici.
TELEPORT_BUTTON_PVPMAP	Port jusqu'au depart
TELEPORT_MAP_ANDUNCATACOMB	Catacombes de Andum
TELEPORT_MAP_ANDUNCATACOMB_DESC	C'est l'endroit ou tu vas depasser tes limites ! les catacombes de andum est fait pour les meilleurs.
TELEPORT_BUTTON_ENTRY_SOUL_SUNGEON	Portail du donjon d'ame
TELEPORT_MAP_SOUL_DUNGEON	Donjon d'ame
TELEPORT_MAP_SOUL_DUNGEON_DESC	 C'est le donjon ultime de Elendos. Ici vous devez reunir toutes vos forces avant que l'ame ne disparaisse.
TELEPORT_MAP_WORLDBOSS_MYSTIC	Mystique / Boss des mondes
TELEPORT_MAP_WORLDBOSS_FIRE_MYSTIC	Oh non ! Il fait sacrement clair ici ! C'est ici que tu trouveras le boss des Mondes mystiques. Apporte de preference des lunettes de soleil
