PROFILE_SEARCH_CONTACT_TITLE	Oyuncu Ara
LOTTO_Elendos_Prozentsatz_2	1 doðru sayý = ikramiyenin %0,5'i
LOTTO_Elendos_Prozentsatz_3	2 doðru sayý = ikramiyenin %2'si
LOTTO_Elendos_Prozentsatz_4	3 doðru sayý = ikramiyenin %10'u
LOTTO_Elendos_Prozentsatz_5	4 doðru sayý = Tam ikramiye
LOTTO_Elendos_Prozentsatz_6	2.000.000.000 Yang ikramiye ile örnek:
LOTTO_Elendos_Prozentsatz_7	Ýkramiye * 0.12 ( 3 doðru sayý ) = 240.000.000 Yang
LOTTO_Elendos_YANG	Yang Kaydý:
LOTTO_Elendos_GESAMMT_WIN	Toplam Kar:
LOTTO_Elendos_JACKPOT_WIN	Ýkramiyeler
LOTTO_Elendos_GESAMMT2_WIN	Total Profit
TELEPORT_PANEL_TITLE	Iþýnlanma penceresi
TELEPORT_PANEL_TAB_NAME_1	Genel
TELEPORT_PANEL_TAB_NAME_2	Orman
TELEPORT_PANEL_TAB_NAME_3	Zindanlar
TELEPORT_PANEL_TAB_NAME_4	Oth. Zindanlar
TELEPORT_PANEL_TAB_NAME_5	Seviye Map
TELEPORT_PANEL_TAB_NAME_6	Dünya Patronu
TELEPORT_PANEL_INFO_TITLE	Taným
TELEPORT_PANEL_INFO_BOSS	Patron Canavar : %s
TELEPORT_PANEL_INFO_BOSS_EMPTY	Bu Haritada Boss Canavar Deðil
TELEPORT_PANEL_INFO_MINLV	Min. Seviye :
TELEPORT_PANEL_INFO_MINLV_EMPTY	Min. Seviye : Minimum seviye yeterli deðil
TELEPORT_PANEL_INFO_MAXLV	Max. Seviye :
TELEPORT_PANEL_INFO_MAXLV_EMPTY	Min. Seviye : Maximum seviye yeterli deðil
TELEPORT_PANEL_INFO_COST	Ücret :
TELEPORT_PANEL_INFO_COST_EMPTY	Ücret : Ücretsiz
TELEPORT_PANEL_INFO_ITEM_COST_DESC	Gerekli Eþya
TELEPORT_PANEL_INFO_ITEM_COST_TEXT	%dx %s
TELEPORT_PANEL_INFO_ITEM_COST_TEXT_EMPTY	-
TELEPORT_MAP_MAP_1	Harita 1 - Yongan | Joan | Pyungmoo
TELEPORT_MAP_MAP_2	Harita 2 - Jayang | Bokjung | Bakra
TELEPORT_MAP_GUILDZONE	Lonca Bölgesi - Jungrang | Waryong | Imha
TELEPORT_MAP_SEUNGRYONG	Seungryong Vadisi
TELEPORT_MAP_YONGBI	Yongbi Çölü
TELEPORT_MAP_SOHAN	Sohan Daðý
TELEPORT_MAP_DOYYUMHWAN	Doyyumhwan
TELEPORT_MAP_SNAKEFIELD	Yýlan Vadisi
TELEPORT_MAP_GHOSTWOOD	Hayalet Orman
TELEPORT_MAP_REDWOOD	Kýzýl Orman
TELEPORT_MAP_LAND_OF_GIANTS	Devler Diyarý
TELEPORT_MAP_SPIDERDUNGEON_01	Örümcek Zindaný
TELEPORT_MAP_SPIDERDUNGEON_02	Örümcek Zindaný 2
TELEPORT_MAP_DEAMONTOWER	Þeytan Kulesi
TELEPORT_MAP_DEVILS_CATACOMB	Þeytanýn Yeraltý Mezarý
TELEPORT_MAP_SKIPIA_DUNGEON	Sürgün Maðarasý
TELEPORT_MAP_BLAZING_PURGATORY	Kýzýl Ejder Kalesi
TELEPORT_MAP_NEMERES_WARTE	Nemere Kulesi
TELEPORT_MAP_MAP_1_DESC	Ah evet, nostaljik müziðin çaldýðý yer. Her neyse, burasý ticaretin merkezi. Bir þey satýn almak istersen, muhtemelen onu her zaman burada bulacaksýn! Ama aksi takdirde, zaten daha güçlü dövüþçülerden biriyseniz, burada bulabileceðiniz pek bir þey yok.
TELEPORT_MAP_MAP_2_DESC	Hala gençseniz önemli bir alan. Burada 30. seviyeye kadar size iyi bir deneyim sunan yarý güçlü canavarlar bulacaksýnýz. Maymun zindanlarýndan biri de burada sýnýr komþusu.
TELEPORT_MAP_GUILDZONE_DESC	Loncalar için önemli bir alan. Burasý inþa ettikleri yer! Ancak sadece bu deðil, burada canavarlar da bulunabilir. Agresiftirler ve kendi kendilerine saldýrýrlar. Genç oyuncular burada zor zamanlar geçirebilir ama buradan güzel eþyalar alabilirsiniz.
TELEPORT_MAP_SEUNGRYONG_DESC	Ork Vadisi, 20. seviyeden 50. seviyeye çýkmak için mükemmel bir yerdir. Ork Vadisi ayrýca en popüler Metin Çiftliði konumlarýndan birine sahiptir. Bu haritadaki patron Oberork'tur. Bu genellikle aþýrý silahlýdýr, bu yüzden her zaman sarý adama dikkat edin!
TELEPORT_MAP_YONGBI_DESC	Sýcak hava, sandaletlerinizi kumlayýn. Beðenmedin mi? O zaman buradan uzak dursan iyi olur. Ama burada keþfedilecek çok þey var. Burada iki maymun zindaný sýnýr, örümcek zindaný ve yýlan alanýna da buradan ulaþýlabilir.
TELEPORT_MAP_SOHAN_DESC	Burasý oldukça soðuk, bu yüzden iyi sarýn! Efsanevi kedi-o'-dokuz-kuyruklarýný burada nadiren bulacaksýnýz. Onlara dikkat et! Ayrýca meadstone'larý yenmek için iyi bir alandýr. Soðukta hayatta kalýrsan, zorlu bir savaþçý olacaksýn.
TELEPORT_MAP_DOYYUMHWAN_DESC	Volkanlar ve magma. Burasý gerçekten çok sýcak oluyor! Bu dünyanýn dýþýndaymýþ gibi görünen canavarlar burada bulunabilir. Yeterince güçlü deðilseniz buraya gitmemelisiniz!
TELEPORT_MAP_SNAKEFIELD_DESC	Yýlanlar ve devler? Pff... Bu nasýl geliþebilirdi. Tehlikeli bir bölgeye gidin ve burada hayatta kalmaya çalýþýn. Ne yaptýðýnýzý gerçekten bilmiyorsanýz bu yerden kaçýnýn, aksi takdirde çabucak bitireceksiniz.
TELEPORT_MAP_GHOSTWOOD_DESC	Araþtýrmalar, Hayalet Orman'ýn hayalet aðaç kütükleri ve orman kurularýnýn hakim olduðu bir alan olduðunu göstermiþtir. Onlarý yok ederseniz, hayalet aðaçlarýn daha fazla yayýlmasýný önleyebilirsiniz.
TELEPORT_MAP_REDWOOD_DESC	Kýzýl Orman lanetli! Burada birçok güçlü düþman bulacaksýnýz. Dikkat olmak!
TELEPORT_MAP_LAND_OF_GIANTS_DESC	Ölçekle ilgili bir sorununuz varsa, buraya gitmeyin! Aksi takdirde, burada þöhret ve servet kazanmanýza yardýmcý olabilecek eþyalarý yakalayabileceksiniz. Sadece lütfen oraya iyi donanýmlý gidin. Ülkenin sana daha çok ihtiyacý var!
TELEPORT_BUTTON_RED_EMPIRE	Kýrmýzý Ýmparatorluk
TELEPORT_BUTTON_YELLOW_EMPIRE	Sarý Ýmparatorluk
TELEPORT_BUTTON_BLUE_EMPIRE	Mavi Ýmparatorluk
TELEPORT_BUTTON_START	Baþlangýç
TELEPORT_BUTTON_MIDDLE	Orta
TELEPORT_BUTTON_END	Son
TELEPORT_BUTTON_ENTRY	Giriþ
TELEPORT_BUTTON_SKIPIA_1	Birinci Seviye
TELEPORT_BUTTON_SKIPIA_2	Ýkinci Seviye
TELEPORT_BUTTON_SKIPIA_BOSS	Patron Odasý
PET_ATTR_CHANGE_ITEM_TEXT	Evcil Hayvan Büyüsü
PET_ATTR_CHANGE_TITLE	Evcil Hayvan Türünü Deðiþtir
PET_ATTR_CONFIRMATION	Deðiþtir
PET_ATTR_DETERMINE_TITLE	Yeni Evcil Hayvan Türü
PET_ATTR_OK	Kapat
PET_CHANGE_TEXT	Evcil Haycan
PET_FEED_TITLE	Evcil Hayvan Penceresi
PET_FEED_ITEM_TITLE	EXP Besleme
PET_FFED_BUTTON_TEXT	Besle
PET_HATCHING_BUTTON	Yumurta
PET_HATCHING_NIK	Evcil Hayvan Ýsmi
PET_HATCHING_WINDOW_TITLE	Yumurta
PET_INFORMATION_ABILITIES	Bonuslar
PET_INFORMATION_AGE	Yaþ
PET_INFORMATION_COSTUME_BONUS	Kostüm Bonusu
PET_INFORMATION_DEFENCE	Canavarlara karþý güçlü
PET_INFORMATION_EVOL_BUTTON	Evrim
PET_INFORMATION_EXP	Tecrübe
PET_INFORMATION_EXP_BUTTON	Eþya EXP
PET_INFORMATION_HP	HP
PET_INFORMATION_LEVEL	Seviye
PET_INFORMATION_LIFE	Süre
PET_INFORMATION_LIFETIME_BUTTON	Besle
PET_INFORMATION_LIFE_TIME	Saat
PET_INFORMATION_LIFE_OLD	Gün
PET_INFORMATION_SKILL	Yetenekler
PET_INFORMATION_SP	SP
PET_INFORMATION_ATT	Attack Deðer
PET_INFORMATION_TITLE	Evcil Hayvan
PET_NAME_CHANGE_BUTTON	Deðiþtir
PET_NAME_CHANGE_WINDOW_TITLE	Ýsim Deðiþtir
PET_TOOLTIP_TIME	Karýþtýrma süresi: %dD %dH %dMin
PET_TOOLTIP_RESTORE_HP	Onarýcý HP: 
PET_TOOLTIP_CHANCE_RESTORE_HP	HP'yi geri yükleme þansý:
PET_TOOLTIP_IMMORTALITY_TIME	Yenilmezlik Süresi:
PET_TOOLTIP_CHANCE_IMMORTALITY	Yenilmezlik þansý: 
PET_TOOLTIP_CHANCE_PANACEA	Ýyileþme Þansý: 
PET_TOOLTIP_CHANCE	Þans: 
ACCE_RESULT	Sonuç
INVENTORY_SORT	Envanteri Sýrala
SPECIAL_INVENTORY_SKILLBOOK_TITLE	Kitaplar
SPECIAL_INVENTORY_STONE_TITLE	Taþlar
SPECIAL_INVENTORY_MATERIAL_TITLE	Yükseltme Eþyalarý
EXTENDET_BATTLE_PASS_TITLE	Battle-Pass
EXTENDET_BATTLE_PASS_SEASON_TITLE	Battle-Pass Bilgi
EXTENDET_BATTLE_PASS_SEASON_NAME	Sezon: %s
EXTENDET_BATTLE_PASS_SEASON_TOTAL_MISSIONS	Bu Sezondaki Görevler: %d
EXTENDET_BATTLE_PASS_SEASON_CURRENT_MISSIONS	Tamamlanan Görevler: %d / %d
EXTENDET_BATTLE_PASS_SEASON_REST_TIME	Kalan Süre: %s
EXTENDET_BATTLE_PASS_SEASON_PROGRESS	Tüm Görevlerin Ýlerlemesi
EXTENDET_BATTLE_PASS_MISSION_MISSION_NAME	Görev Ýsmi
EXTENDET_BATTLE_PASS_MISSION_STATUS	Durum: 
EXTENDET_BATTLE_PASS_MISSION_STATUS_IN_PROGRESS	|cfffeff7d|H|hHenüz yerine getirilmedi!|h|r
EXTENDET_BATTLE_PASS_MISSION_STATUS_FINISH	|cff82ff7d|H|hBitti!|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION	Bilgi:
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_MONSTER	Canavarlar: |cff82ff7d|H|h%s|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_MINLEVEL	Min. Lv.: |cff82ff7d|H|h%s|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_ITEM	Ders: |cff82ff7d|H|h%s|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_ORE	Cevher: |cff82ff7d|H|h%s|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_FISH	Balýk: |cff82ff7d|H|h%s|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_MAPNAME	Harita: |cff82ff7d|H|h%s|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_GUILDWARTYPE	Lonca Savaþý Türü: |cff82ff7d|H|h%s|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_PET_MINTYPE	Min. Evcil Hayvan Tipi: |cff82ff7d|H|h%s|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_DUNGEON	Zindan: |cff82ff7d|H|h%s|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_MINIGAME	Küçük Oyun: |cff82ff7d|H|h%s|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_COUNT	Hala Kalan: |cfffeff7d|H|h%s|h|r / |cff82ff7d|H|h%s|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_COUNT_GOLD	Hala Kalan.: |cfffeff7d|H|h%s|h|r
EXTENDET_BATTLE_PASS_MISSION_INFORMATION_PERCENT	Yerine Getirildi |cfffeff7d|H|h%.2f%%|h|r
EXTENDET_BATTLE_PASS_DESCRIPTION	Taným:
EXTENDET_BATTLE_PASS_MISSION_COMPLEDET	Görev Tamamlandý
EXTENDET_BATTLE_PASS_NONE_COND_TITLE_MOB	Canavarlar
EXTENDET_BATTLE_PASS_NONE_COND_TITLE_ITEM	Eþya
EXTENDET_BATTLE_PASS_NONE_COND_TITLE_FISH	Balýk
EXTENDET_BATTLE_PASS_NONE_COND_TITLE_DUNGEON	Farklý Zindanlarý tamamla
EXTENDET_BATTLE_PASS_NONE_COND_TITLE_MINIGAME	Küçük Oyunlar
EXTENDET_BATTLE_PASS_TYPENAME_1	%s Öldür
EXTENDET_BATTLE_PASS_TYPENAME_1_DESC_1	%sx %s Öldür.
EXTENDET_BATTLE_PASS_TYPENAME_1_DESC_2	Herhangi bir Canavar öldürün %sx
EXTENDET_BATTLE_PASS_TYPENAME_2	Kill %s Oyuncu
EXTENDET_BATTLE_PASS_TYPENAME_2_DESC_1	%s Oyuncu öldür. Her Ýmparatorluktan oyuncular sayýlýr. Oyuncular en az %s seviyesinde olmalýdýr!
EXTENDET_BATTLE_PASS_TYPENAME_2_DESC_2	%s Oyuncu öldür. Her Ýmparatorluktan oyuncular sayýlýr. Seviye sýnýrý yok!
EXTENDET_BATTLE_PASS_TYPENAME_3	Canavarlara toplam hasar
EXTENDET_BATTLE_PASS_TYPENAME_3_DESC_1	%s'de toplam %s hasar elde edin.
EXTENDET_BATTLE_PASS_TYPENAME_3_DESC_2	Toplam %s hasar elde edin. Her canavarla sayýlýr!
EXTENDET_BATTLE_PASS_TYPENAME_4	Oyunculara toplam hasar
EXTENDET_BATTLE_PASS_TYPENAME_4_DESC_1	Min-Sv %d olan oyuncular için toplam %s hasar elde edin. Her Ýmparatorluktan oyuncular sayýlýr.
EXTENDET_BATTLE_PASS_TYPENAME_4_DESC_2	Oyuncular için toplam %s hasar elde edin. Her Ýmparatorluktan oyuncular sayýlýr.
EXTENDET_BATTLE_PASS_TYPENAME_5	%s Kullan
EXTENDET_BATTLE_PASS_TYPENAME_5_DESC_1	Bu Görevi tamamlamak için %sx %s kullanmalý veya açmalýsýnýz.
EXTENDET_BATTLE_PASS_TYPENAME_5_DESC_2	Bu Görevi tamamlamak için bir öðeyi %sx kullanmalý veya açmalýsýnýz.
EXTENDET_BATTLE_PASS_TYPENAME_6	%s Sat
EXTENDET_BATTLE_PASS_TYPENAME_6_DESC_1	Bu Görevi tamamlamak için NPC'lerde %sx %s sat.
EXTENDET_BATTLE_PASS_TYPENAME_6_DESC_2	Bu Görevi tamamlamak için NPC'lerde %sx bir eþya sat.
EXTENDET_BATTLE_PASS_TYPENAME_7	Seni %s yap
EXTENDET_BATTLE_PASS_TYPENAME_7_DESC_1	Bu Görevi tamamlamak için %sx %s üret.
EXTENDET_BATTLE_PASS_TYPENAME_7_DESC_2	Bu Görevi tamamlamak için %sx bir eþya üret.
EXTENDET_BATTLE_PASS_TYPENAME_8	%s Geliþtir
EXTENDET_BATTLE_PASS_TYPENAME_8_DESC_1	Bu Görevi tamamlamak için %sx %s'i bir sonraki seviyeye yükseltin.
EXTENDET_BATTLE_PASS_TYPENAME_8_DESC_2	Bu Görevi tamamlamak için %s Öðesini bir sonraki seviyeye yükseltin.
EXTENDET_BATTLE_PASS_TYPENAME_9	%s'yi yok et
EXTENDET_BATTLE_PASS_TYPENAME_9_DESC_1	Bu Görevi tamamlamak için %sx %s'i yok edin.
EXTENDET_BATTLE_PASS_TYPENAME_9_DESC_2	Bu Görevi tamamlamak için %s Öðeyi yok edin.
EXTENDET_BATTLE_PASS_TYPENAME_10_1	%s Yaðmala
EXTENDET_BATTLE_PASS_TYPENAME_10_2	%s'yi parçala
EXTENDET_BATTLE_PASS_TYPENAME_10_1_DESC_1	Bu Görevi tamamlamak için %sx %s canavar yaðmalayýn.
EXTENDET_BATTLE_PASS_TYPENAME_10_2_DESC_1	Bu Görevi tamamlamak için %sx %s inþa et
EXTENDET_BATTLE_PASS_TYPENAME_10_DESC_2	Bu Görevi tamamlamak için %s çeþitli eþyayý yaðmalayýn.
EXTENDET_BATTLE_PASS_TYPENAME_11	Balýk tutma %s
EXTENDET_BATTLE_PASS_TYPENAME_11_DESC_1	Bu Görevi tamamlamak için sudan %sx %s çekin.
EXTENDET_BATTLE_PASS_TYPENAME_11_DESC_2	Bu Görevi tamamlamak için sudan herhangi bir balýk %sx tutun.
EXTENDET_BATTLE_PASS_TYPENAME_12	%s Izgara
EXTENDET_BATTLE_PASS_TYPENAME_12_DESC_1	Bu Görevi tamamlamak için kamp ateþinin etrafýnda %sx %s ýzgara yapýn.
EXTENDET_BATTLE_PASS_TYPENAME_12_DESC_2	Bu Görevi tamamlamak için kamp ateþinde herhangi bir balýðý %sx ýzgara yapýn.
EXTENDET_BATTLE_PASS_TYPENAME_13	%s Öldür
EXTENDET_BATTLE_PASS_TYPENAME_13_DESC_1	Bu Görevi tamamlamak için %sx %s öldürün.
EXTENDET_BATTLE_PASS_TYPENAME_13_DESC_2	Bu Görevi tamamlamak için herhangi bir balýðý %s kez öldürün.
EXTENDET_BATTLE_PASS_TYPENAME_14	%s EXP topla
EXTENDET_BATTLE_PASS_TYPENAME_14_DESC_1	Bu Görevi tamamlamak için %s'den %s EXP toplayýn. Temel EXP önemlidir (seviyeden baðýmsýz)!
EXTENDET_BATTLE_PASS_TYPENAME_14_DESC_2	Bu Görevi tamamlamak için herhangi bir canavardan %s EXP toplayýn. Temel EXP önemlidir (seviyeden baðýmsýz)!
EXTENDET_BATTLE_PASS_TYPENAME_15	%s Yang topla
EXTENDET_BATTLE_PASS_TYPENAME_15_DESC_1	Bu Görevi tamamlamak için %s Haritada Canavarlardan %s Yang toplayýn.
EXTENDET_BATTLE_PASS_TYPENAME_15_DESC_2	Bu Görevi tamamlamak için %s Yang Canavar toplayýn.
EXTENDET_BATTLE_PASS_TYPENAME_16	Lonca Savaþlarý Oyna
EXTENDET_BATTLE_PASS_TYPENAME_16_DESC_1	%sx türünden bir Lonca Savaþýný %sx bitirin.
EXTENDET_BATTLE_PASS_TYPENAME_16_DESC_2	Herhangi bir türden bir Lonca Savaþý %sx bitirin.
EXTENDET_BATTLE_PASS_TYPENAME_17	Bir Loncaya EXP Baðýþlayýn
EXTENDET_BATTLE_PASS_TYPENAME_17_DESC_1	Bir Loncaya %s EXP baðýþlayýn
EXTENDET_BATTLE_PASS_TYPENAME_18	%a Gaya yap
EXTENDET_BATTLE_PASS_TYPENAME_18_DESC_1	Sana %s Gaya yap.
EXTENDET_BATTLE_PASS_TYPENAME_19	Gaya Shop'ta alýþveriþ yapýn
EXTENDET_BATTLE_PASS_TYPENAME_19_DESC_1	Gaya Maðazasýndan toplam %s Gaya deðerinde ürün satýn alýn.
EXTENDET_BATTLE_PASS_TYPENAME_20	Bir Pet'i %s kez efsunla
EXTENDET_BATTLE_PASS_TYPENAME_20_DESC_1	Bir Evcil Hayvaný Efsunlayýn. %sx. Pet, en az %s ulaþýlabilen evcil hayvan türünde olmalýdýr.
EXTENDET_BATTLE_PASS_TYPENAME_20_DESC_2	Bir Evcil Hayvaný Efsunlayýn. %sx.
EXTENDET_BATTLE_PASS_TYPENAME_21	%s
EXTENDET_BATTLE_PASS_TYPENAME_21_DESC_1	%s: Bu Görevi tamamlamak için bu Zindaný %sx bitirin.
EXTENDET_BATTLE_PASS_TYPENAME_21_DESC_2	Herhangi bir Zindaný %sx bitirin.
EXTENDET_BATTLE_PASS_TYPENAME_22	%s Oyna
EXTENDET_BATTLE_PASS_TYPENAME_22_DESC_1	%sx Küçük Oyunu %s oynayýn ve bitirin.
EXTENDET_BATTLE_PASS_TYPENAME_22_DESC_2	Herhangi bir Küçük Oyunu %sx oynayýn ve bitirin.
EXTENDET_BATTLE_PASS_MAP_NAME_BY_IDX_64	Seugryong Vadisi
EXTENDET_BATTLE_PASS_MAP_NAME_BY_IDX_65	Hwang Tapýnaðý
EXTENDET_BATTLE_PASS_MAP_NAME_BY_IDX_72	Maðara 1
EXTENDET_BATTLE_PASS_GUILDWAR_TYPE_NAME_1	Saha Lonca Savaþý
EXTENDET_BATTLE_PASS_GUILDWAR_TYPE_NAME_2	Arena Lonca Savaþý
EXTENDET_BATTLE_PASS_GUILDWAR_TYPE_NAME_3	Bayrak Lonca Savaþý
EXTENDET_BATTLE_PASS_DUNGEON_NAME_1	Þeytan Kulesi
EXTENDET_BATTLE_PASS_DUNGEON_NAME_2	Ejderha Odasý
EXTENDET_BATTLE_PASS_DUNGEON_NAME_3	Þeytanýn Yeraltý Mezarý
EXTENDET_BATTLE_PASS_DUNGEON_NAME_4	Kýzýl Ejder Kalesi
EXTENDET_BATTLE_PASS_DUNGEON_NAME_5	Nemere Kulesi
EXTENDET_BATTLE_PASS_DUNGEON_NAME_6	Örümcek Baronesi
EXTENDET_BATTLE_PASS_DUNGEON_NAME_7	Meley Definesi
EXTENDET_BATTLE_PASS_DUNGEON_NAME_8	Antik Orman
EXTENDET_BATTLE_PASS_MINIGAME_NAME_1	Okey-Kart Oyunu
EXTENDET_BATTLE_PASS_MINIGAME_NAME_2	Kralý Yakala
EXTENDET_BATTLE_PASS_MINIGAME_NAME_3	Yutnori
EXTENDET_BATTLE_PASS_MINIGAME_NAME_4	Kahin Kart Oyunu
EXTENDET_BATTLE_PASS_MINIGAME_NAME_5	Balýk bulmaca oyunu
EXTENDET_BATTLE_PASS_RANK_ICON_RANK	Sýralama
EXTENDET_BATTLE_PASS_RANK_ICON_NAME	Oyuncu ismi
EXTENDET_BATTLE_PASS_RANK_ICON_TIME	Ýlk görevin baþlangýcýndan itibaren kullanýlan süre
EXTENDET_BATTLE_PASS_NO_PLANNED_NORMAL_BATTLEPASS	Þu anda planlanmýþ bir Savaþ Bileti yok!
EXTENDET_BATTLE_PASS_PLANNED_NEXT_NORMAL_BATTLEPASS	Bir Savaþ Bileti planlanýyor!
EXTENDET_BATTLE_PASS_TIME_TO_NEXT_NORMAL_BATTLEPASS	Savaþ Bileti'ne kadar geçen süre: %s
EXTENDET_BATTLE_PASS_NO_PLANNED_PREMIUM_BATTLEPASS	Þu anda planlanmýþ bir Premium Savaþ Bileti yok!
EXTENDET_BATTLE_PASS_PLANNED_NEXT_PREMIUM_BATTLEPASS	Premium Savaþ Bileti planlanýyor!
EXTENDET_BATTLE_PASS_TIME_TO_NEXT_PREMIUM_BATTLEPASS	Premium Savaþ Bileti'ne kadar geçen süre: %s
EXTENDET_BATTLE_PASS_NO_PLANNED_EVENT_BATTLEPASS	Þu anda planlanmýþ bir Savaþ Bileti Etkinliði yok!
EXTENDET_BATTLE_PASS_PLANNED_NEXT_EVENT_BATTLEPASS	Bir Savaþ Bileti Etkinliði planlanýyor!
EXTENDET_BATTLE_PASS_TIME_TO_NEXT_EVENT_BATTLEPASS	Savaþ Bileti Etkinliðine kadar geçen süre: %s
EXTENDET_BATTLE_PASS_SEASON_DATE_FROM	Ýtibaren
EXTENDET_BATTLE_PASS_SEASON_DATE_TO	ile
EXTENDET_BATTLE_PASS_MISSION_NAME	Görev Adý
EXTENDET_BATTLE_PASS_MISSION_INFO	Bilgi
PRIVATESHOPSEARCH_YANG	Yang
PRIVATESHOPSEARCH_BUY	Satýn Al
PRIVATESHOPSEARCH_COUNT	Miktar
PRIVATESHOPSEARCH_ITEMNAME	Ýsim
PRIVATESHOPSEARCH_ITEMTYPE	Eþya
PRIVATESHOPSEARCH_JOB	Sýnýf
PRIVATESHOPSEARCH_LEVEL	Seviye
PRIVATESHOPSEARCH_PRICE	Fiyat
PRIVATESHOPSEARCH_REFINE	Eþya Seviyesi
PRIVATESHOPSEARCH_SEARCH	Ara
PRIVATESHOPSEARCH_SEARCH_BAR	Ara
PRIVATESHOPSEARCH_SELECT	Seç
PRIVATESHOPSEARCH_SELLER	Satýcý
PRIVATESHOPSEARCH_VALUE	Deðer:
TELEPORT_DUNGEON_CITY	Zindan ve Üretim Þehri
TELEPORT_DUNGEON_CITY_DESC	Tam burada Elendos zindanlarýnda ustalaþabileceðiniz yer. Ayrýca burada sizin için faydalý öðeler yapabilecek birkaç NPC bulabilirsiniz.
TELEPORT_BUTTON_CRAFTING	Üretim Alaný
TELEPORT_BUTTON_DUNGEONS	Zindan Alaný
TELEPORT_MAP_WORLDBOSS_FIRE	Ateþ / Dünyalar Patronu
TELEPORT_MAP_WORLDBOSS_FIRE_DESC	Oh evet! Burasý gerçekten çok sýcak oluyor! Ateþ Dünyalar Patronu Boss'u bulacaksýnýz. Umarým yanýnýzda yeterince su vardýr.
TELEPORT_MAP_SHADOW_TOWER	Gölge Kulesi
TELEPORT_MAP_SHADOW_TOWER_DESC	Hep o sinir bozucu iblisler... Burasý gerçekten ürkütücü olmaya baþladý! Umarým bir þeytan çýkarýcý hazýrlamýþsýndýr.
TELEPORT_MAP_DRAGONFIRE	Ejderha Burnu / Nefrit / Gök Gürültüsü Daðý.
TELEPORT_MAP_DRAGONFIRE_DESC	Evet, evet... Bu 3 alan kesinlikle kaçýrýlamaz. Herkes onlarý tanýyor. Ejderha Burnu ateþinin yaný sýra Nefrit Körfezi ve Gök Gürültüsü Daðlarý.
TELEPORT_BUTTON_DRAGONFIRE	Ejderha Ateþi Burnu
TELEPORT_BUTTON_NEPHRITEBUCHT	Nefrit Körfezi
TELEPORT_BUTTON_DONNERBERGE	Gök Gürültüsü Daðlarý
TELEPORT_MAP_ENCHADWOOD	Büyülü Orman
TELEPORT_MAP_ENCHADWOOD_DESC	Hayallerin gerçekleþtiði orman derler. Dikkat olmak! Ve yanýnýza bir balta alýn!
TELEPORT_MAP_WATERFALL	Su Vadisi
TELEPORT_MAP_WATERFALL_DESC	Umarým su kanatlarýný paketlemiþsindir! Bu güzel Haritada seviye atlayabilir ve çiftlik yapabilirsiniz.
TELEPORT_MAP_DRAGONCAVE	Beyaz Ejderha Maðarasý
TELEPORT_MAP_DRAGONCAVE_DESC	Dikkat maceracýlar! Söylentiye göre burada soðuk bir rüzgar esiyor. Burada seviye atlayabilir ve çiftlik yapabilirsiniz.
TELEPORT_BOSSROOM_WHITE_DRAGON	Patron Odasý
TELEPORT_MAP_SANDOFDEATH	Ölüm Kumlarý
TELEPORT_MAP_SANDOFDEATH_DESC	Biraz daha hafif giysiler giymek en iyisidir. Ölümün Kumlarý þimdiden birçok maceracýyý dizlerinin üstüne çöktürdü. Burada seviye atlayabilir ve çiftlik yapabilirsiniz.
TELEPORT_MAP_LAVAFIELDS	Lav Alanlarý
TELEPORT_MAP_LAVAFIELDS_DESC	Kendini yakma! Ýþte Elendos'nin son haritasý. Savaþ ve hayatta kal. Burada seviye atlayabilir ve çiftlik yapabilirsiniz.
TELEPORT_MAP_ANTIK_JUNGLE	Antik Orman
TELEPORT_MAP_ANTIK_JUNGLE_DESC	Hadi gidelim! Antik Orman Elendos, ikinci Düþük Seviye Zindandýr.
TELEPORT_BUTTON_DUNGEONNPC	Zindan Npc'sine Iþýnlan
TELEPORT_MAP_CHAMBER_WISDOM	Bilgelik Odasý
TELEPORT_MAP_CHAMBER_WISDOM_DESC	Kitabýnýzý paketinden çýkarýn! Bilgelik Odasý tembeller için deðildir.
TELEPORT_MAP_PFLANZEN_DUNGEON	Mantar Zindaný
TELEPORT_MAP_PFLANZEN_DUNGEON_DESC	Doðayý seviyorsanýz bu zindana bayýlacaksýnýz! Ama dikkatli ol... Tehlikeli olabilir.
TELEPORT_MAP_SHARK_DUNGEON	Köpekbalýðý Zindaný
TELEPORT_MAP_SHARK_DUNGEON_DESC	Dikkat! Burada dikkatli olunmasý istenmektedir. Ama eminim ki ustalaþabilirsin.
TELEPORT_MAP_TROLL_CAVE	Sihirli Trol Maðarasý
